"name","Rk","Nation","Pos","Squad","Comp","Age","Born","MP","Starts","Min","X90s","Gls","Ast","G.A","G.PK","PK","PKatt","CrdY","CrdR","xG","npxG","xAG","npxG.xAG","PrgC","PrgP","PrgR","G.A.PK","xG.xAG","Rk_stats_shooting","Nation_stats_shooting","Pos_stats_shooting","Comp_stats_shooting","Age_stats_shooting","Born_stats_shooting","X90s_stats_shooting","Gls_stats_shooting","Sh","SoT","SoT.","Sh.90","SoT.90","G.Sh","G.SoT","Dist","FK","PK_stats_shooting","PKatt_stats_shooting","xG_stats_shooting","npxG_stats_shooting","npxG.Sh","G.xG","np.G.xG","Rk_stats_passing","Nation_stats_passing","Pos_stats_passing","Comp_stats_passing","Age_stats_passing","Born_stats_passing","X90s_stats_passing","Cmp","Att","Cmp.","TotDist","PrgDist","Ast_stats_passing","xAG_stats_passing","xA","A.xAG","KP","X1.3","PPA","CrsPA","PrgP_stats_passing","Rk_stats_passing_types","Nation_stats_passing_types","Pos_stats_passing_types","Comp_stats_passing_types","Age_stats_passing_types","Born_stats_passing_types","X90s_stats_passing_types","Att_stats_passing_types","Live","Dead","FK_stats_passing_types","TB","Sw","Crs","TI","CK","In","Out","Str","Cmp_stats_passing_types","Off","Blocks","Rk_stats_gca","Nation_stats_gca","Pos_stats_gca","Comp_stats_gca","Age_stats_gca","Born_stats_gca","X90s_stats_gca","SCA","SCA90","PassLive","PassDead","TO","Sh_stats_gca","Fld","Def","GCA","GCA90","Rk_stats_defense","Nation_stats_defense","Pos_stats_defense","Comp_stats_defense","Age_stats_defense","Born_stats_defense","X90s_stats_defense","Tkl","TklW","Def.3rd","Mid.3rd","Att.3rd","Att_stats_defense","Tkl.","Lost","Blocks_stats_defense","Sh_stats_defense","Pass","Int","Tkl.Int","Clr","Err","Rk_stats_possession","Nation_stats_possession","Pos_stats_possession","Comp_stats_possession","Age_stats_possession","Born_stats_possession","X90s_stats_possession","Touches","Def.Pen","Def.3rd_stats_possession","Mid.3rd_stats_possession","Att.3rd_stats_possession","Att.Pen","Live_stats_possession","Att_stats_possession","Succ","Succ.","Tkld","Tkld.","Carries","TotDist_stats_possession","PrgDist_stats_possession","PrgC_stats_possession","X1.3_stats_possession","CPA","Mis","Dis","Rec","PrgR_stats_possession","Rk_stats_playing_time","Nation_stats_playing_time","Pos_stats_playing_time","Comp_stats_playing_time","Age_stats_playing_time","Born_stats_playing_time","MP_stats_playing_time","Min_stats_playing_time","Mn.MP","Min.","X90s_stats_playing_time","Starts_stats_playing_time","Mn.Start","Compl","Subs","Mn.Sub","unSub","PPM","onG","onGA","X...","X...90","On.Off","onxG","onxGA","xG...","xG...90","Rk_stats_misc","Nation_stats_misc","Pos_stats_misc","Comp_stats_misc","Age_stats_misc","Born_stats_misc","X90s_stats_misc","CrdY_stats_misc","CrdR_stats_misc","X2CrdY","Fls","Fld_stats_misc","Off_stats_misc","Crs_stats_misc","Int_stats_misc","TklW_stats_misc","PKwon","PKcon","OG","Recov","Won","Lost_stats_misc","Won.","Rk_stats_keeper","Nation_stats_keeper","Pos_stats_keeper","Comp_stats_keeper","Age_stats_keeper","Born_stats_keeper","MP_stats_keeper","Starts_stats_keeper","Min_stats_keeper","X90s_stats_keeper","GA","GA90","SoTA","Saves","Save.","W","D","L","CS","CS.","PKatt_stats_keeper","PKA","PKsv","PKm","Rk_stats_keeper_adv","Nation_stats_keeper_adv","Pos_stats_keeper_adv","Comp_stats_keeper_adv","Age_stats_keeper_adv","Born_stats_keeper_adv","X90s_stats_keeper_adv","GA_stats_keeper_adv","PKA_stats_keeper_adv","FK_stats_keeper_adv","CK_stats_keeper_adv","OG_stats_keeper_adv","PSxG","PSxG.SoT","PSxG...","X.90","Cmp_stats_keeper_adv","Att_stats_keeper_adv","Cmp._stats_keeper_adv","Att..GK.","Thr","Launch.","AvgLen","Opp","Stp","Stp.","X.OPA","X.OPA.90","AvgDist","player_id","player_slug","player_name","player_image_url","name_in_home_country","date_of_birth","place_of_birth","country_of_birth","height","citizenship","is_eu","position","main_position","foot","current_club_id","current_club_name","joined","contract_expires","outfitter","social_media_url","player_agent_id","player_agent_name","contract_option","date_of_last_contract_extension","on_loan_from_club_id","on_loan_from_club_name","contract_there_expires","second_club_url","second_club_name","third_club_url","third_club_name","fourth_club_url","fourth_club_name","date_of_death","date_unix","value","date"
"Arnaud Kalimuendo",1305,"fr FRA","FW","Rennes","fr Ligue 1",22,2002,33,31,2578,28.6,17,3,20,12,5,8,2,0,14.9,8.9,2,10.9,50,72,167,0.52,0.59,1305,"fr FRA","FW,MF","fr Ligue 1",22,2002,28.6,17,68,29,42.6,2.37,1.01,0.18,0.41,16.7,1,5,8,14.9,8.9,0.13,2.1,3.1,1305,"fr FRA","FW,MF","fr Ligue 1",22,2002,28.6,477,605,78.8,7080,1245,3,2,2.1,1,19,36,14,1,72,1305,"fr FRA","FW,MF","fr Ligue 1",22,2002,28.6,605,549,53,4,3,5,13,1,0,0,0,0,477,3,24,1305,"fr FRA","FW,MF","fr Ligue 1",22,2002,28.6,49,1.71,37,0,3,6,2,1,6,0.21,1305,"fr FRA","FW,MF","fr Ligue 1",22,2002,28.6,19,12,6,9,4,15,46.7,8,9,2,7,4,23,16,1,1305,"fr FRA","FW,MF","fr Ligue 1",22,2002,28.6,885,18,74,432,392,126,877,62,21,33.9,39,62.9,521,2746,1273,50,30,27,59,59,684,167,1617,"fr FRA","FW,MF","fr Ligue 1",22,2002,33,2578,78,84.2,28.6,31,81,14,2,33,0,1.15,43,41,2,0.07,0.26,40.3,38.2,2.1,0.07,1305,"fr FRA","FW,MF","fr Ligue 1",22,2002,28.6,2,0,0,29,40,12,13,4,12,1,0,0,63,22,59,27.2,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,585959,"arnaud-kalimuendo","Arnaud Kalimuendo (585959)","https://img.a.transfermarkt.technology/portrait/header/585959-1666698479.jpg","Arnaud Kalimuendo Muinga","2002-01-20","Suresnes","France",175,"France  DR Congo","True","Attack - Centre-Forward","Attack","right",703,"Nottingham Forest","2025-08-18","2030-06-30","adidas","http://twitter.com/a_kalimuendo",7736,"DWMA","","",NA,"","","","","","","","","","2025-06-02",2.2e+07,2025-06-02
"Arnau Tenas",2570,"es ESP","GK","Paris S-G","fr Ligue 1",23,2001,1,1,90,1,0,1,1,0,0,0,0,0,0,0,0.2,0.2,0,1,0,1,0.21,2570,"es ESP","GK","fr Ligue 1",23,2001,1,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,2570,"es ESP","GK","fr Ligue 1",23,2001,1,31,32,96.9,757,538,1,0.2,0.1,0.8,2,2,1,0,1,2570,"es ESP","GK","fr Ligue 1",23,2001,1,32,29,3,1,0,0,0,0,0,0,0,0,31,0,0,2570,"es ESP","GK","fr Ligue 1",23,2001,1,2,2,2,0,0,0,0,0,1,1,2570,"es ESP","GK","fr Ligue 1",23,2001,1,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,2570,"es ESP","GK","fr Ligue 1",23,2001,1,33,22,30,3,0,0,33,0,0,NA,0,NA,28,153,120,0,0,0,0,0,21,0,3167,"es ESP","GK","fr Ligue 1",23,2001,1,90,90,2.9,1,1,90,1,0,NA,11,3,4,1,3,3,1.36,1.7,0.6,1.1,1.13,2570,"es ESP","GK","fr Ligue 1",23,2001,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,100,191,"es ESP","GK","fr Ligue 1",23,2001,1,1,90,1,1,1,4,3,75,1,0,0,0,0,0,0,0,0,191,"es ESP","GK","fr Ligue 1",23,2001,1,1,0,0,0,0,1.5,0.37,0.5,0.46,3,4,75,30,4,13.3,25.4,5,1,20,1,1,15.6,466783,"arnau-tenas","Arnau Tenas (466783)","https://img.a.transfermarkt.technology/portrait/header/466783-1701444229.jpg","Arnau Tenas Ureña","2001-05-30","Vic","Spain",185,"Spain","True","Goalkeeper","Goalkeeper","right",1050,"Villarreal CF","2025-08-28","2029-06-30","","http://twitter.com/arnautenas",419,"De la Peña & Sostres","","",NA,"","","","","","","","","","2025-06-02",3e+06,2025-06-02
"Aristide Zossou",2846,"ci CIV","MF","Auxerre","fr Ligue 1",19,2005,3,0,16,0.2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,2846,"ci CIV","MF","fr Ligue 1",19,2005,0.2,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,2846,"ci CIV","MF","fr Ligue 1",19,2005,0.2,16,18,88.9,230,35,0,0,0,0,0,1,1,0,2,2846,"ci CIV","MF","fr Ligue 1",19,2005,0.2,18,18,0,0,1,1,1,0,0,0,0,0,16,0,1,2846,"ci CIV","MF","fr Ligue 1",19,2005,0.2,0,0,0,0,0,0,0,0,0,0,2846,"ci CIV","MF","fr Ligue 1",19,2005,0.2,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,2846,"ci CIV","MF","fr Ligue 1",19,2005,0.2,21,0,1,8,12,0,21,1,0,0,1,100,14,92,29,1,2,0,0,1,17,3,3497,"ci CIV","MF","fr Ligue 1",19,2005,3,16,5,0.5,0.2,0,NA,0,3,5,5,0,0,2,-2,-11.25,-11.22,0.4,1.9,-1.5,-8.55,2846,"ci CIV","MF","fr Ligue 1",19,2005,0.2,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1310513,"aristide-zossou","Aristide Zossou (1310513)","https://img.a.transfermarkt.technology/portrait/header/1310513-1741902394.jpg","Mahussi Aristide Zossou","2005-06-14","Abobo","Cote d'Ivoire",178,"Cote d'Ivoire  Benin","False","Attack - Left Winger","Attack","right",9202,"USL Dunkerque","2025-07-23","2026-06-30","","",NA,"","","",290,"AJ Auxerre","2029-06-30","","","","","","","","2025-06-02",1e+05,2025-06-02
"Antoine Mendy",1720,"sn SEN","DF","Nice","fr Ligue 1",20,2004,18,8,825,9.2,0,0,0,0,0,0,2,0,0.6,0.6,0.1,0.7,12,35,15,0,0.07,1720,"sn SEN","DF","fr Ligue 1",20,2004,9.2,0,9,1,11.1,0.98,0.11,0,0,14.4,0,0,0,0.6,0.6,0.07,-0.6,-0.6,1720,"sn SEN","DF","fr Ligue 1",20,2004,9.2,394,486,81.1,6764,2080,0,0.1,0.3,-0.1,2,29,7,3,35,1720,"sn SEN","DF","fr Ligue 1",20,2004,9.2,486,427,59,16,1,2,7,43,0,0,0,0,394,0,6,1720,"sn SEN","DF","fr Ligue 1",20,2004,9.2,13,1.42,10,0,1,1,1,0,2,0.22,1720,"sn SEN","DF","fr Ligue 1",20,2004,9.2,30,21,16,14,0,29,65.5,10,9,5,4,8,38,29,1,1720,"sn SEN","DF","fr Ligue 1",20,2004,9.2,595,44,222,323,59,11,595,12,5,41.7,5,41.7,314,1608,871,12,10,1,11,4,365,15,2117,"sn SEN","DF","fr Ligue 1",20,2004,18,825,46,27,9.2,8,76,4,10,22,10,1.89,19,10,9,0.98,0.34,15.4,11.9,3.5,0.38,1720,"sn SEN","DF","fr Ligue 1",20,2004,9.2,2,0,0,13,9,0,7,8,21,0,0,0,48,17,13,56.7,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,891998,"antoine-mendy","Antoine Mendy (891998)","https://img.a.transfermarkt.technology/portrait/header/891998-1756827019.jpg","Antoine Alpha Mendy","2004-05-27","Marseille","Senegal",187,"Senegal  France","True","Defender - Right-Back","Defender","right",417,"OGC Nice","2022-07-01","2028-06-30","","",440,"Wasserman","","2024-08-26",NA,"","","","","","","","","","2025-06-02",2500000,2025-06-02
"Antoine Joujou",1281,"fr FRA","MF","Le Havre","fr Ligue 1",21,2003,26,9,943,10.5,0,2,2,0,0,0,1,0,0.6,0.6,3,3.7,44,18,85,0.19,0.35,1281,"fr FRA","MF,FW","fr Ligue 1",21,2003,10.5,0,11,2,18.2,1.05,0.19,0,0,18.4,0,0,0,0.6,0.6,0.06,-0.6,-0.6,1281,"fr FRA","MF,FW","fr Ligue 1",21,2003,10.5,169,261,64.8,2486,687,2,3,2.9,-1,15,8,15,10,18,1281,"fr FRA","MF,FW","fr Ligue 1",21,2003,10.5,261,258,3,0,1,1,37,2,1,1,0,0,169,0,14,1281,"fr FRA","MF,FW","fr Ligue 1",21,2003,10.5,37,3.53,23,0,7,4,2,1,3,0.29,1281,"fr FRA","MF,FW","fr Ligue 1",21,2003,10.5,16,11,10,4,2,15,60,6,15,3,12,9,25,19,0,1281,"fr FRA","MF,FW","fr Ligue 1",21,2003,10.5,417,15,80,146,206,39,417,61,30,49.2,30,49.2,249,2086,1032,44,23,17,32,17,253,85,1586,"fr FRA","MF,FW","fr Ligue 1",21,2003,26,943,36,30.8,10.5,9,72,2,17,17,2,0.85,14,21,-7,-0.67,0.35,15.8,18.5,-2.8,-0.27,1281,"fr FRA","MF,FW","fr Ligue 1",21,2003,10.5,1,0,0,7,7,2,37,9,11,0,0,0,59,5,18,21.7,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1028162,"antoine-joujou","Antoine Joujou (1028162)","https://img.a.transfermarkt.technology/portrait/header/1028162-1683803729.jpg","","2003-03-12","Mantes-la-Jolie","France",189,"France  Guadeloupe","True","Attack - Left Winger","Attack","right",3329,"FC Famalicão","2025-08-28","2026-06-30","","http://www.instagram.com/antoine_joujou/",3278,"Classico","Option to buy","",130,"Parma Calcio 1913","2028-06-30","","","","","","","","2025-06-02",2e+06,2025-06-02
"Anthony Rouault",2263,"fr FRA","DF","Rennes","fr Ligue 1",23,2001,11,11,972,10.8,0,0,0,0,0,0,3,0,0.5,0.5,0,0.5,3,36,0,0,0.05,2263,"fr FRA","DF","fr Ligue 1",23,2001,10.8,0,7,3,42.9,0.65,0.28,0,0,11,0,0,0,0.5,0.5,0.07,-0.5,-0.5,2263,"fr FRA","DF","fr Ligue 1",23,2001,10.8,623,680,91.6,12133,4445,0,0,0.2,0,1,39,2,0,36,2263,"fr FRA","DF","fr Ligue 1",23,2001,10.8,680,651,28,18,0,1,0,0,0,0,0,0,623,1,7,2263,"fr FRA","DF","fr Ligue 1",23,2001,10.8,10,0.93,9,0,0,0,0,1,0,0,2263,"fr FRA","DF","fr Ligue 1",23,2001,10.8,12,8,10,2,0,4,100,0,13,11,2,8,20,65,0,2263,"fr FRA","DF","fr Ligue 1",23,2001,10.8,786,119,369,399,19,9,786,0,0,NA,0,NA,485,2277,1306,3,2,0,1,2,557,0,2790,"fr FRA","DF","fr Ligue 1",23,2001,11,972,88,31.8,10.8,11,88,10,0,NA,0,1.36,20,18,2,0.19,0.23,16.5,16.4,0.1,0.01,2263,"fr FRA","DF","fr Ligue 1",23,2001,10.8,3,0,0,7,1,1,0,8,8,0,0,0,48,28,15,65.1,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,690799,"anthony-rouault","Anthony Rouault (690799)","https://img.a.transfermarkt.technology/portrait/header/690799-1723707069.jpg","","2001-05-29","Villeneuve-sur-Lot","France",186,"France","True","Defender - Centre-Back","Defender","right",273,"Stade Rennais FC","2025-02-03","2029-06-30","","http://www.instagram.com/anthony_rouault/",7095,"One Team Football","","",NA,"","","","","","","","","","2025-06-02",1e+07,2025-06-02
"Anthony Lopes",1515,"pt POR","GK","Nantes","fr Ligue 1",33,1990,18,18,1563,17.4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1515,"pt POR","GK","fr Ligue 1",33,1990,17.4,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,1515,"pt POR","GK","fr Ligue 1",33,1990,17.4,356,547,65.1,10874,8064,0,0,0,0,0,4,0,0,0,1515,"pt POR","GK","fr Ligue 1",33,1990,17.4,547,376,171,75,0,2,0,0,0,0,0,0,356,0,0,1515,"pt POR","GK","fr Ligue 1",33,1990,17.4,1,0.06,1,0,0,0,0,0,0,0,1515,"pt POR","GK","fr Ligue 1",33,1990,17.4,1,0,1,0,0,1,100,0,0,0,0,1,2,7,1,1515,"pt POR","GK","fr Ligue 1",33,1990,17.4,597,489,591,6,0,0,597,0,0,NA,0,NA,320,1763,1169,0,0,0,1,0,276,0,1872,"pt POR","GK","fr Ligue 1",33,1990,18,1563,87,51.1,17.4,18,87,17,0,NA,0,1.17,20,26,-6,-0.35,0.08,21.9,31,-9.1,-0.52,1515,"pt POR","GK","fr Ligue 1",33,1990,17.4,2,0,0,1,7,0,0,1,0,0,1,0,11,2,1,66.7,93,"pt POR","GK","fr Ligue 1",33,1990,18,18,1563,17.4,26,1.5,71,46,69,5,6,7,3,16.7,5,4,0,1,93,"pt POR","GK","fr Ligue 1",33,1990,17.4,26,4,0,1,1,25.6,0.32,0.6,0.03,89,257,34.6,451,56,40.4,35.8,308,16,5.2,8,0.46,11,60561,"anthony-lopes","Anthony Lopes (60561)","https://img.a.transfermarkt.technology/portrait/header/60561-1640775949.jpg","","1990-10-01","Givors","Portugal",184,"Portugal  France","True","Goalkeeper","Goalkeeper","left",995,"FC Nantes","2025-01-01","2026-06-30","","http://www.instagram.com/antholopes_officiel/",14158,"BERNAIN SPORT ...","Option for a further year","",NA,"","","","","","","","","","2025-06-02",1200000,2025-06-02
"Anthony Briançon",395,"fr FRA","DF","Saint-Étienne","fr Ligue 1",29,1994,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,395,"fr FRA","DF","fr Ligue 1",29,1994,0,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,395,"fr FRA","DF","fr Ligue 1",29,1994,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,395,"fr FRA","DF","fr Ligue 1",29,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,395,"fr FRA","DF","fr Ligue 1",29,1994,0,0,0,0,0,0,0,0,0,0,0,395,"fr FRA","DF","fr Ligue 1",29,1994,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,395,"fr FRA","DF","fr Ligue 1",29,1994,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,489,"fr FRA","DF","fr Ligue 1",29,1994,1,1,1,0,0,0,NA,0,1,1,5,0,0,0,0,0,1.12,0,0,0,0,395,"fr FRA","DF","fr Ligue 1",29,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,190338,"anthony-briancon","Anthony Briançon (190338)","https://img.a.transfermarkt.technology/portrait/header/190338-1727722993.jpg","","1994-11-28","Avignon","France",185,"France","True","Defender - Centre-Back","Defender","right",3166,"Pau FC","2025-07-01","2027-06-30","","",2560,"Kemari","","",NA,"","","","","","","","","","2025-06-02",4e+05,2025-06-02
"Angelo Fulgini",946,"fr FRA","MF","Lens","fr Ligue 1",27,1996,23,11,1045,11.6,1,1,2,1,0,0,3,0,2.4,2.4,3.8,6.2,29,69,113,0.17,0.53,946,"fr FRA","MF,FW","fr Ligue 1",27,1996,11.6,1,26,9,34.6,2.24,0.78,0.04,0.11,17.9,2,0,0,2.4,2.4,0.09,-1.4,-1.4,946,"fr FRA","MF,FW","fr Ligue 1",27,1996,11.6,509,652,78.1,7393,1993,1,3.8,3.8,-2.8,28,31,27,8,69,946,"fr FRA","MF,FW","fr Ligue 1",27,1996,11.6,652,604,42,11,7,5,44,9,13,4,7,0,509,6,15,946,"fr FRA","MF,FW","fr Ligue 1",27,1996,11.6,54,4.65,42,9,0,2,1,0,2,0.17,946,"fr FRA","MF,FW","fr Ligue 1",27,1996,11.6,14,10,6,4,4,16,37.5,10,11,1,10,2,16,3,0,946,"fr FRA","MF,FW","fr Ligue 1",27,1996,11.6,801,8,87,340,381,50,801,38,11,28.9,24,63.2,494,2511,1283,29,26,8,28,24,613,113,1170,"fr FRA","MF,FW","fr Ligue 1",27,1996,23,1045,45,34.2,11.6,11,71,1,12,22,6,1.48,16,13,3,0.26,0.26,21.4,15.3,6.1,0.53,946,"fr FRA","MF,FW","fr Ligue 1",27,1996,11.6,3,0,0,16,26,2,44,2,10,0,0,0,52,9,15,37.5,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,250013,"angelo-fulgini","Angelo Fulgini (250013)","https://img.a.transfermarkt.technology/portrait/header/250013-1657707374.jpg","","1996-08-20","Abidjan","France",182,"France  Cote d'Ivoire","True","Midfield - Attacking Midfield","Midfield","right",28844,"Al-Taawoun FC","2025-08-31","2026-06-30","","",6929,"TEAM REAG CONSULTING","Option to buy","",826,"RC Lens","2027-06-30","","","","","","","","2025-06-02",5e+06,2025-06-02
"Angel Gomes",1022,"eng ENG","MF","Lille","fr Ligue 1",23,2000,14,10,736,8.2,1,1,2,1,0,1,1,0,1.7,0.9,2.1,3,15,49,47,0.24,0.47,1022,"eng ENG","MF","fr Ligue 1",23,2000,8.2,1,8,2,25,0.98,0.24,0.13,0.5,21.8,2,0,1,1.7,0.9,0.11,-0.7,0.1,1022,"eng ENG","MF","fr Ligue 1",23,2000,8.2,295,364,81,4789,1376,1,2.1,1.6,-1.1,14,32,14,3,49,1022,"eng ENG","MF","fr Ligue 1",23,2000,8.2,364,352,9,3,2,2,10,0,4,3,0,0,295,3,8,1022,"eng ENG","MF","fr Ligue 1",23,2000,8.2,28,3.42,24,2,0,0,2,0,3,0.37,1022,"eng ENG","MF","fr Ligue 1",23,2000,8.2,10,6,4,4,2,12,16.7,10,0,0,0,0,10,2,0,1022,"eng ENG","MF","fr Ligue 1",23,2000,8.2,410,2,40,224,150,18,409,10,5,50,4,40,249,1322,668,15,17,3,11,3,330,47,1266,"eng ENG","MF","fr Ligue 1",23,2000,14,736,53,24.1,8.2,10,64,2,4,23,10,1.43,9,12,-3,-0.37,-1.1,12.5,14.8,-2.3,-0.28,1022,"eng ENG","MF","fr Ligue 1",23,2000,8.2,1,0,0,4,11,0,10,0,6,1,0,0,20,5,6,45.5,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,392770,"angel-gomes","Angel Gomes (392770)","https://img.a.transfermarkt.technology/portrait/header/392770-1666690396.jpg","Adilson Angel Abreu de Almeida Gomés","2000-08-31","London","England",168,"England  Portugal","True","Midfield - Attacking Midfield","Midfield","right",244,"Olympique Marseille","2025-07-04","2028-06-30","Nike","http://www.instagram.com/angel.gomes10/",2295,"ROOF","","",NA,"","","","","","","","","","2025-06-02",2e+07,2025-06-02
"Ange Martial Tia",1636,"ml MLI","MF","Reims","fr Ligue 1",17,2006,6,2,171,1.9,0,0,0,0,0,0,0,0,1.3,1.3,0,1.3,2,8,9,0,0.7,1636,"ml MLI","MF,DF","fr Ligue 1",17,2006,1.9,0,4,2,50,2.11,1.05,0,0,13.4,0,0,0,1.3,1.3,0.32,-1.3,-1.3,1636,"ml MLI","MF,DF","fr Ligue 1",17,2006,1.9,44,62,71,605,192,0,0,0,0,2,3,1,0,8,1636,"ml MLI","MF,DF","fr Ligue 1",17,2006,1.9,62,57,4,2,0,0,3,0,2,2,0,0,44,1,0,1636,"ml MLI","MF,DF","fr Ligue 1",17,2006,1.9,4,2.11,3,1,0,0,0,0,0,0,1636,"ml MLI","MF,DF","fr Ligue 1",17,2006,1.9,4,3,1,2,1,6,33.3,4,3,0,3,2,6,4,0,1636,"ml MLI","MF,DF","fr Ligue 1",17,2006,1.9,92,5,24,37,36,3,92,7,3,42.9,4,57.1,43,219,109,2,2,0,5,5,46,9,2015,"ml MLI","MF,DF","fr Ligue 1",17,2006,6,171,29,5.6,1.9,2,57,0,4,15,4,1,2,4,-2,-1.05,-0.68,2.4,3,-0.6,-0.31,1636,"ml MLI","MF,DF","fr Ligue 1",17,2006,1.9,0,0,0,3,1,0,3,2,3,0,0,0,12,5,3,62.5,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1132634,"ange-martial-tia","Ange Martial Tia (1132634)","https://img.a.transfermarkt.technology/portrait/header/1132634-1756736842.jpg","","2006-11-20","","",178,"Mali","False","Midfield - Attacking Midfield","Midfield","",1421,"Stade Reims","2025-07-01","2029-06-30","","",NA,"","","",NA,"","","","","","","","","","2025-06-02",3e+05,2025-06-02
